Package Name,Version,Official Link,Creator,Creator Profile Link,Description
@oxlint/binding-linux-s390x-gnu,1.62.0,https://www.npmjs.com/package/@oxlint/binding-linux-s390x-gnu,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Linter for the JavaScript Oxidation Compiler
testcheck,1.0.0-rc.2,https://www.npmjs.com/package/testcheck,leebyron,https://www.npmjs.com/~leebyron,Property testing for JavaScript
catharsis,0.11.0,https://www.npmjs.com/package/catharsis,hegemonic,https://www.npmjs.com/~hegemonic,A JavaScript parser for Google Closure Compiler and JSDoc type expressions.
unzipit,2.0.1,https://www.npmjs.com/package/unzipit,GitHub Actions,https://www.npmjs.com/~GitHub Actions,random access unzip library for JavaScript
ember-source,6.12.0,https://www.npmjs.com/package/ember-source,GitHub Actions,https://www.npmjs.com/~GitHub Actions,A JavaScript framework for creating ambitious web applications
iceberg-js,0.8.1,https://www.npmjs.com/package/iceberg-js,GitHub Actions,https://www.npmjs.com/~GitHub Actions,"A small, framework-agnostic JavaScript/TypeScript client for the Apache Iceberg REST Catalog"
rollup-plugin-obfuscator,1.1.0,https://www.npmjs.com/package/rollup-plugin-obfuscator,getki,https://www.npmjs.com/~getki,The most powerful rollup plugin for javascript-obfuscator
hashmap,2.4.0,https://www.npmjs.com/package/hashmap,flesler,https://www.npmjs.com/~flesler,HashMap Class for JavaScript
@rolldown/binding-linux-x64-musl,1.0.0-rc.17,https://www.npmjs.com/package/@rolldown/binding-linux-x64-musl,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Fast JavaScript/TypeScript bundler in Rust with Rollup-compatible API.
cross-domain-utils,2.0.38,https://www.npmjs.com/package/cross-domain-utils,bluepnume,https://www.npmjs.com/~bluepnume,Javascript module template.
spel2js,0.2.9,https://www.npmjs.com/package/spel2js,benmarch,https://www.npmjs.com/~benmarch,Parse Spring Expression Language in JavaScript
grapheme-splitter,1.0.4,https://www.npmjs.com/package/grapheme-splitter,orling,https://www.npmjs.com/~orling,A JavaScript library that breaks strings into their individual user-perceived characters. It supports emojis!
react-json-view,1.21.3,https://www.npmjs.com/package/react-json-view,mac-s-g,https://www.npmjs.com/~mac-s-g,Interactive react component for displaying javascript arrays and JSON objects.
@ts-common/iterator,1.1.2,https://www.npmjs.com/package/@ts-common/iterator,sergeyshandar,https://www.npmjs.com/~sergeyshandar,Iterator library for JavaScript and TypeScript
@devcycle/js-client-sdk,1.47.8,https://www.npmjs.com/package/@devcycle/js-client-sdk,GitHub Actions,https://www.npmjs.com/~GitHub Actions,The Javascript Client SDK for DevCycle
fmin,0.0.4,https://www.npmjs.com/package/fmin,benfrederickson,https://www.npmjs.com/~benfrederickson,Unconstrained funcion minimization in Javascript
ytdl-core,4.11.5,https://www.npmjs.com/package/ytdl-core,fent,https://www.npmjs.com/~fent,YouTube video downloader in pure javascript.
unbzip2-stream,1.4.3,https://www.npmjs.com/package/unbzip2-stream,regular,https://www.npmjs.com/~regular,streaming unbzip2 implementation in pure javascript for node and browsers
gpu.js,2.16.0,https://www.npmjs.com/package/gpu.js,robertleeplummerjr,https://www.npmjs.com/~robertleeplummerjr,GPU Accelerated JavaScript
@azure/storage-file-datalake,12.29.0,https://www.npmjs.com/package/@azure/storage-file-datalake,microsoft1es,https://www.npmjs.com/~microsoft1es,Microsoft Azure Storage SDK for JavaScript - DataLake
jsts,2.12.1,https://www.npmjs.com/package/jsts,bjornharrtell,https://www.npmjs.com/~bjornharrtell,A JavaScript library of spatial predicates and functions for processing geometry
zalgo-promise,1.0.48,https://www.npmjs.com/package/zalgo-promise,bluepnume,https://www.npmjs.com/~bluepnume,Javascript module template.
aws-xray-sdk-core,3.12.0,https://www.npmjs.com/package/aws-xray-sdk-core,awsxray,https://www.npmjs.com/~awsxray,AWS X-Ray SDK for Javascript
pexels,1.4.0,https://www.npmjs.com/package/pexels,farinajoey,https://www.npmjs.com/~farinajoey,The official Pexels API Javascript client.
ical.js,2.2.1,https://www.npmjs.com/package/ical.js,kewisch,https://www.npmjs.com/~kewisch,Javascript parser for ics (rfc5545) and vcard (rfc6350) data
parse-bmfont-ascii,1.0.6,https://www.npmjs.com/package/parse-bmfont-ascii,mattdesl,https://www.npmjs.com/~mattdesl,parses ASCII BMFont files to a JavaScript object
bcryptjs,3.0.3,https://www.npmjs.com/package/bcryptjs,dcode,https://www.npmjs.com/~dcode,"Optimized bcrypt in plain JavaScript with zero dependencies, with TypeScript support. Compatible to 'bcrypt'."
@oxlint/binding-win32-ia32-msvc,1.62.0,https://www.npmjs.com/package/@oxlint/binding-win32-ia32-msvc,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Linter for the JavaScript Oxidation Compiler
url-search-params-polyfill,8.2.5,https://www.npmjs.com/package/url-search-params-polyfill,jerrybendy,https://www.npmjs.com/~jerrybendy,a simple polyfill for javascript URLSearchParams
rxfire,6.1.0,https://www.npmjs.com/package/rxfire,google-wombot,https://www.npmjs.com/~google-wombot,Firebase JavaScript library RxJS
@date-io/date-fns,3.2.1,https://www.npmjs.com/package/@date-io/date-fns,dmtr.kovalenko,https://www.npmjs.com/~dmtr.kovalenko,Abstraction over common javascript date management libraries
@fragaria/address-formatter,6.7.1,https://www.npmjs.com/package/@fragaria/address-formatter,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Universal international address formatting in Javascript
persona,5.8.0,https://www.npmjs.com/package/persona,charlesyeh,https://www.npmjs.com/~charlesyeh,The official JavaScript SDK for the Persona Inquiry Flow.
rx-lite,4.0.8,https://www.npmjs.com/package/rx-lite,mattpodwysocki,https://www.npmjs.com/~mattpodwysocki,Lightweight library for composing asynchronous and event-based operations in JavaScript
which-typed-array,1.1.20,https://www.npmjs.com/package/which-typed-array,ljharb,https://www.npmjs.com/~ljharb,"Which kind of Typed Array is this JavaScript value? Works cross-realm, without `instanceof`, and despite Symbol.toStringTag."
unsplash-js,7.0.20,https://www.npmjs.com/package/unsplash-js,unsplash,https://www.npmjs.com/~unsplash,Official JavaScript wrapper for the Unsplash API
krustykrab,1.1.0,https://www.npmjs.com/package/krustykrab,vtaits,https://www.npmjs.com/~vtaits,Rust utils for JavaScript projects
@aws-sdk/client-sqs,3.1038.0,https://www.npmjs.com/package/@aws-sdk/client-sqs,aws-sdk-bot,https://www.npmjs.com/~aws-sdk-bot,"AWS SDK for JavaScript Sqs Client for Node.js, Browser and React Native"
urijs,1.19.11,https://www.npmjs.com/package/urijs,rodneyrehm,https://www.npmjs.com/~rodneyrehm,URI.js is a Javascript library for working with URLs.
@toruslabs/ffjavascript,6.0.0,https://www.npmjs.com/package/@toruslabs/ffjavascript,chaitanyapotti,https://www.npmjs.com/~chaitanyapotti,Finite Field Library in Javascript
@casbin/expression-eval,5.3.0,https://www.npmjs.com/package/@casbin/expression-eval,hsluoyz,https://www.npmjs.com/~hsluoyz,JavaScript expression parsing and evaluation.
picomodal,3.0.0,https://www.npmjs.com/package/picomodal,nycto,https://www.npmjs.com/~nycto,"A small, self-contained JavaScript modal library"
@ctrl/tinycolor,4.2.0,https://www.npmjs.com/package/@ctrl/tinycolor,scttcper,https://www.npmjs.com/~scttcper,"Fast, small color manipulation and conversion for JavaScript"
esbuild-windows-64,0.15.18,https://www.npmjs.com/package/esbuild-windows-64,evanw,https://www.npmjs.com/~evanw,"The Windows 64-bit binary for esbuild, a JavaScript bundler."
js-md4,0.3.2,https://www.npmjs.com/package/js-md4,emn178,https://www.npmjs.com/~emn178,A simple MD4 hash function for JavaScript supports UTF-8 encoding.
detective-amd,6.1.0,https://www.npmjs.com/package/detective-amd,xhmikosr,https://www.npmjs.com/~xhmikosr,Find all dependencies within a JavaScript file using AMD module syntax
command-score,0.1.2,https://www.npmjs.com/package/command-score,cirwin,https://www.npmjs.com/~cirwin,Yet another javascript fuzzy matching library
image-ssim,0.2.0,https://www.npmjs.com/package/image-ssim,darosh,https://www.npmjs.com/~darosh,Image structural similarity (SSIM). In TypeScript/JavaScript. For browser/server.
ember-cli-terser,4.0.2,https://www.npmjs.com/package/ember-cli-terser,rwjblue,https://www.npmjs.com/~rwjblue,JavaScript minification for Ember-CLI
env-runner,0.1.7,https://www.npmjs.com/package/env-runner,pi0,https://www.npmjs.com/~pi0,Generic environment runner for JavaScript runtimes.
antlr4ts,0.5.0-alpha.4,https://www.npmjs.com/package/antlr4ts,sharwell,https://www.npmjs.com/~sharwell,ANTLR 4 runtime for JavaScript written in Typescript
@neo4j-bloom/dagre,0.8.14,https://www.npmjs.com/package/@neo4j-bloom/dagre,neo4j-bloom-publisher,https://www.npmjs.com/~neo4j-bloom-publisher,Graph layout for JavaScript
@xmldom/xmldom,0.9.10,https://www.npmjs.com/package/@xmldom/xmldom,karfau,https://www.npmjs.com/~karfau,A pure JavaScript W3C standard-based (XML DOM Level 2 Core) DOMParser and XMLSerializer module.
@primer/behaviors,1.10.2,https://www.npmjs.com/package/@primer/behaviors,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Shared behaviors for JavaScript components
prettier-eslint,16.4.2,https://www.npmjs.com/package/prettier-eslint,jounqin,https://www.npmjs.com/~jounqin,Formats your JavaScript using prettier followed by eslint --fix
isomorphic-git,1.37.6,https://www.npmjs.com/package/isomorphic-git,jcubic,https://www.npmjs.com/~jcubic,A pure JavaScript reimplementation of git for node and browsers
@speed-highlight/core,1.2.15,https://www.npmjs.com/package/@speed-highlight/core,GitHub Actions,https://www.npmjs.com/~GitHub Actions,"🌈 Light, fast, and easy to use, dependencies free javascript syntax highlighter, with automatic language detection"
pandemonium,2.4.1,https://www.npmjs.com/package/pandemonium,yomguithereal,https://www.npmjs.com/~yomguithereal,Typical random-related functions for JavaScript.
dcmjs,0.50.1,https://www.npmjs.com/package/dcmjs,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Javascript implementation of DICOM manipulation
pusher-js,8.5.0,https://www.npmjs.com/package/pusher-js,pushercom,https://www.npmjs.com/~pushercom,"Pusher Channels JavaScript library for browsers, React Native, NodeJS and web workers"
encore.dev,1.56.7,https://www.npmjs.com/package/encore.dev,eandre,https://www.npmjs.com/~eandre,Encore's JavaScript/TypeScript SDK
jw-paginate,1.0.4,https://www.npmjs.com/package/jw-paginate,cornflourblue,https://www.npmjs.com/~cornflourblue,Pure Pagination Logic in JavaScript / TypeScript
@aws-sdk/client-dynamodb,3.1038.0,https://www.npmjs.com/package/@aws-sdk/client-dynamodb,aws-sdk-bot,https://www.npmjs.com/~aws-sdk-bot,"AWS SDK for JavaScript Dynamodb Client for Node.js, Browser and React Native"
eval5,1.4.8,https://www.npmjs.com/package/eval5,bplok20010,https://www.npmjs.com/~bplok20010,A JavaScript interpreter written in JavaScript
@cloudflare/workerd-windows-64,1.20260426.1,https://www.npmjs.com/package/@cloudflare/workerd-windows-64,GitHub Actions,https://www.npmjs.com/~GitHub Actions,"👷 workerd for Windows 64-bit, Cloudflare's JavaScript/Wasm Runtime"
panolens,0.12.1,https://www.npmjs.com/package/panolens,flyandi,https://www.npmjs.com/~flyandi,Javascript panorama viewer
@oxfmt/binding-linux-riscv64-gnu,0.47.0,https://www.npmjs.com/package/@oxfmt/binding-linux-riscv64-gnu,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Formatter for the JavaScript Oxidation Compiler
@aws-sdk/client-cognito-identity,3.1038.0,https://www.npmjs.com/package/@aws-sdk/client-cognito-identity,aws-sdk-bot,https://www.npmjs.com/~aws-sdk-bot,"AWS SDK for JavaScript Cognito Identity Client for Node.js, Browser and React Native"
sval,0.6.12,https://www.npmjs.com/package/sval,siubaak,https://www.npmjs.com/~siubaak,A javascript interpreter written in javascript
filepicker-js,2.4.18,https://www.npmjs.com/package/filepicker-js,szwacz,https://www.npmjs.com/~szwacz,Filepicker client javascript library
eval-estree-expression,3.0.1,https://www.npmjs.com/package/eval-estree-expression,jonschlinkert,https://www.npmjs.com/~jonschlinkert,"Safely evaluate JavaScript (estree) expressions, sync and async."
@algolia/autocomplete-js,1.19.8,https://www.npmjs.com/package/@algolia/autocomplete-js,instantsearch-bot,https://www.npmjs.com/~instantsearch-bot,Fast and fully-featured autocomplete JavaScript library.
@salesforce/source-deploy-retrieve,12.34.5,https://www.npmjs.com/package/@salesforce/source-deploy-retrieve,salesforce-releases,https://www.npmjs.com/~salesforce-releases,JavaScript library to run Salesforce metadata deploys and retrieves
@tensorflow/tfjs-layers,4.22.0,https://www.npmjs.com/package/@tensorflow/tfjs-layers,delhibabu,https://www.npmjs.com/~delhibabu,TensorFlow layers API in JavaScript
@aws-sdk/client-lambda,3.1038.0,https://www.npmjs.com/package/@aws-sdk/client-lambda,aws-sdk-bot,https://www.npmjs.com/~aws-sdk-bot,"AWS SDK for JavaScript Lambda Client for Node.js, Browser and React Native"
pixabay-javascript-autocomplete,1.0.4,https://www.npmjs.com/package/pixabay-javascript-autocomplete,ensecoz,https://www.npmjs.com/~ensecoz,"lightweight, vanilla javascript completion suggester"
@oxfmt/binding-linux-s390x-gnu,0.47.0,https://www.npmjs.com/package/@oxfmt/binding-linux-s390x-gnu,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Formatter for the JavaScript Oxidation Compiler
@js.properties/properties,0.5.4,https://www.npmjs.com/package/@js.properties/properties,pallxk,https://www.npmjs.com/~pallxk,JavaScript .properties parser and stringifier
node-range,0.1.0,https://www.npmjs.com/package/node-range,mhernandez,https://www.npmjs.com/~mhernandez,Simple Lazy Ranges for Node/Javascript
@fusioncharts/charts,4.2.2,https://www.npmjs.com/package/@fusioncharts/charts,meherhowji,https://www.npmjs.com/~meherhowji,JavaScript Data Visualisation Library
esbuild-darwin-64,0.15.18,https://www.npmjs.com/package/esbuild-darwin-64,evanw,https://www.npmjs.com/~evanw,"The macOS 64-bit binary for esbuild, a JavaScript bundler."
@json2csv/plainjs,7.0.6,https://www.npmjs.com/package/@json2csv/plainjs,juanjodiaz,https://www.npmjs.com/~juanjodiaz,Pure Javascript JSON to CSV converter.
esbuild-openbsd-64,0.15.18,https://www.npmjs.com/package/esbuild-openbsd-64,evanw,https://www.npmjs.com/~evanw,"The OpenBSD 64-bit binary for esbuild, a JavaScript bundler."
@feathersjs/hooks,0.9.0,https://www.npmjs.com/package/@feathersjs/hooks,daffl,https://www.npmjs.com/~daffl,Async middleware for JavaScript and TypeScript
murmur-32,1.0.0,https://www.npmjs.com/package/murmur-32,linusu,https://www.npmjs.com/~linusu,MurmurHash3 x86 32-bit implemented in JavaScript.
flow-bin,0.311.0,https://www.npmjs.com/package/flow-bin,flowtype,https://www.npmjs.com/~flowtype,Binary wrapper for Flow - A static type checker for JavaScript
sockjs-client,1.6.1,https://www.npmjs.com/package/sockjs-client,brycekahle,https://www.npmjs.com/~brycekahle,SockJS-client is a browser JavaScript library that provides a WebSocket-like object.
jssip,3.13.7,https://www.npmjs.com/package/jssip,jmillan,https://www.npmjs.com/~jmillan,The Javascript SIP library
@multiversx/sdk-core,15.4.0,https://www.npmjs.com/package/@multiversx/sdk-core,p0pe,https://www.npmjs.com/~p0pe,MultiversX SDK for JavaScript and TypeScript
@flatten-js/core,1.6.12,https://www.npmjs.com/package/@flatten-js/core,alexbol99,https://www.npmjs.com/~alexbol99,Javascript library for 2d geometry
pcre-to-regexp,1.1.0,https://www.npmjs.com/package/pcre-to-regexp,tootallnate,https://www.npmjs.com/~tootallnate,Converts PCRE regexp strings to JavaScript RegExp instances
inversify,8.1.0,https://www.npmjs.com/package/inversify,notaphplover,https://www.npmjs.com/~notaphplover,A powerful and lightweight inversion of control container for JavaScript and Node.js apps powered by TypeScript.
algosdk,3.5.2,https://www.npmjs.com/package/algosdk,algo-devops-service,https://www.npmjs.com/~algo-devops-service,The official JavaScript SDK for Algorand
esbuild-linux-32,0.15.18,https://www.npmjs.com/package/esbuild-linux-32,evanw,https://www.npmjs.com/~evanw,"The Linux 32-bit binary for esbuild, a JavaScript bundler."
algorand-msgpack,1.1.0,https://www.npmjs.com/package/algorand-msgpack,jasonpaulos,https://www.npmjs.com/~jasonpaulos,MessagePack for ECMA-262/JavaScript/TypeScript
@woocommerce/woocommerce-rest-api,1.0.2,https://www.npmjs.com/package/@woocommerce/woocommerce-rest-api,~woocommerce,https://www.npmjs.com/~~woocommerce,WooCommerce REST API - JavaScript Library
esbuild-windows-32,0.15.18,https://www.npmjs.com/package/esbuild-windows-32,evanw,https://www.npmjs.com/~evanw,"The Windows 32-bit binary for esbuild, a JavaScript bundler."
linq,4.0.3,https://www.npmjs.com/package/linq,mihaifm,https://www.npmjs.com/~mihaifm,linq.js - LINQ for JavaScript
html-tag,2.0.0,https://www.npmjs.com/package/html-tag,jonschlinkert,https://www.npmjs.com/~jonschlinkert,Generate HTML elements from a javascript object.
@intacct/intacct-sdk,2.2.1,https://www.npmjs.com/package/@intacct/intacct-sdk,dylan.holt.sage,https://www.npmjs.com/~dylan.holt.sage,Sage Intacct SDK for JavaScript
@dashevo/x11-hash-js,1.0.2,https://www.npmjs.com/package/@dashevo/x11-hash-js,alex-werner,https://www.npmjs.com/~alex-werner,x11 javascript hashing algorithm in pure javascript
esbuild-sunos-64,0.15.18,https://www.npmjs.com/package/esbuild-sunos-64,evanw,https://www.npmjs.com/~evanw,"The illumos 64-bit binary for esbuild, a JavaScript bundler."
platform,1.3.6,https://www.npmjs.com/package/platform,d10,https://www.npmjs.com/~d10,A platform detection library that works on nearly all JavaScript platforms.
karma-sourcemap-loader,0.4.0,https://www.npmjs.com/package/karma-sourcemap-loader,demerzel3,https://www.npmjs.com/~demerzel3,Karma plugin that locates and loads existing javascript source map files.
@descope/sdk-mixins,0.16.1,https://www.npmjs.com/package/@descope/sdk-mixins,omercnet,https://www.npmjs.com/~omercnet,Descope JavaScript SDK mixins
evernote,2.0.5,https://www.npmjs.com/package/evernote,akhaku,https://www.npmjs.com/~akhaku,Evernote JavaScript SDK
@ken-all/kenall,2.3.1,https://www.npmjs.com/package/@ken-all/kenall,moriyoshi,https://www.npmjs.com/~moriyoshi,KENALL JavaScript SDK
ttl-set,1.0.0,https://www.npmjs.com/package/ttl-set,watson,https://www.npmjs.com/~watson,"Like a JavaScript Set, but with a TTL on entries"
regex-not,1.0.2,https://www.npmjs.com/package/regex-not,jonschlinkert,https://www.npmjs.com/~jonschlinkert,Create a javascript regular expression for matching everything except for the given string.
@ninetailed/experience.js,7.22.0,https://www.npmjs.com/package/@ninetailed/experience.js,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Ninetailed SDK for javascript
@emartech/telemetry-javascript,1.5.2,https://www.npmjs.com/package/@emartech/telemetry-javascript,emarsys-deployer,https://www.npmjs.com/~emarsys-deployer,Telemetry package for Typescript/Javascript code use
@lemonadejs/contextmenu,5.8.3,https://www.npmjs.com/package/@lemonadejs/contextmenu,hodeware,https://www.npmjs.com/~hodeware,LemonadeJS Contextmenu JavaScript Plugin
@oxfmt/binding-openharmony-arm64,0.47.0,https://www.npmjs.com/package/@oxfmt/binding-openharmony-arm64,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Formatter for the JavaScript Oxidation Compiler
@oxfmt/binding-linux-riscv64-musl,0.47.0,https://www.npmjs.com/package/@oxfmt/binding-linux-riscv64-musl,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Formatter for the JavaScript Oxidation Compiler
iso639-codes,1.0.1,https://www.npmjs.com/package/iso639-codes,tiagodanin,https://www.npmjs.com/~tiagodanin,ISO639 Codes for JavaScript
@oxfmt/binding-android-arm64,0.47.0,https://www.npmjs.com/package/@oxfmt/binding-android-arm64,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Formatter for the JavaScript Oxidation Compiler
query-selector,2.0.0,https://www.npmjs.com/package/query-selector,yiminghe,https://www.npmjs.com/~yiminghe,javascript implementation of querySelectorAll
@oxfmt/binding-linux-ppc64-gnu,0.47.0,https://www.npmjs.com/package/@oxfmt/binding-linux-ppc64-gnu,GitHub Actions,https://www.npmjs.com/~GitHub Actions,Formatter for the JavaScript Oxidation Compiler
match-sorter,8.3.0,https://www.npmjs.com/package/match-sorter,GitHub Actions,https://www.npmjs.com/~GitHub Actions,"Simple, expected, and deterministic best-match sorting of an array in JavaScript"
currency.js,2.0.4,https://www.npmjs.com/package/currency.js,scurker,https://www.npmjs.com/~scurker,"A small, lightweight javascript library for working with currency values."
@queue-it/connector-javascript,5.0.1,https://www.npmjs.com/package/@queue-it/connector-javascript,queue-it,https://www.npmjs.com/~queue-it,Connector to integrate Queue-it into a javascript based server side application.
ahoy.js,0.4.5,https://www.npmjs.com/package/ahoy.js,ankane,https://www.npmjs.com/~ankane,"Simple, powerful JavaScript analytics"
elastic-builder,4.1.0,https://www.npmjs.com/package/elastic-builder,GitHub Actions,https://www.npmjs.com/~GitHub Actions,A JavaScript implementation of the elasticsearch Query DSL
react-on-rails,16.6.0,https://www.npmjs.com/package/react-on-rails,shakacode-justin,https://www.npmjs.com/~shakacode-justin,react-on-rails JavaScript for react_on_rails Ruby gem
bufio,1.2.3,https://www.npmjs.com/package/bufio,chjj,https://www.npmjs.com/~chjj,Buffer and serialization utilities for javascript
custom-error-instance,2.1.2,https://www.npmjs.com/package/custom-error-instance,gi60s,https://www.npmjs.com/~gi60s,Create custom JavaScript errors that also match instanceof.
